PROJECT_ID,SAMPLE_ID,blank_or_control,dna_region,domain,enrichment,env_biome,env_feature,env_material,geohydroconnectivity,latitude,longitude,ph,temperature
DCO_BRZ,DCO_BRZ_Bv4v5--CRO_CSW1_3A_Aug13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.41402,10.2,16.51
DCO_BRZ,DCO_BRZ_Bv4v5--CRO_CSW1_3A_Jul14,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.41402,10.29,15.6
DCO_BRZ,DCO_BRZ_Bv4v5--CRO_CSW1_3B_Aug13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.41402,10.2,16.51
DCO_BRZ,DCO_BRZ_Bv4v5--CRO_CSW1_3B_Jul14,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.41402,10.29,15.6
DCO_BRZ,DCO_BRZ_Bv4v5--CRO_CSW1_3C_Aug13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.41402,10.2,16.51
DCO_BRZ,DCO_BRZ_Bv4v5--CRO_QV1_1A_Aug13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.43006,11.64,16.36
DCO_BRZ,DCO_BRZ_Bv4v5--CRO_QV1_1A_Jul14,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.43006,11.47,17.53
DCO_BRZ,DCO_BRZ_Bv4v5--CRO_QV1_1B_Aug13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.43006,11.64,16.36
DCO_BRZ,DCO_BRZ_Bv4v5--CRO_QV1_1B_Jul14,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.43006,11.51,17.44
DCO_BRZ,DCO_BRZ_Bv4v5--CRO_QV1_1C_Aug13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.43006,11.64,16.36
DCO_BRZ,DCO_BRZ_Bv4v5--CRO_QV1_1C_Jul14,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.43006,11.51,17.44
DCO_BRZ,DCO_BRZ_Bv4v5--CRO_QV1_2A_Aug13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86202,-122.43006,9.07,16.63
DCO_BRZ,DCO_BRZ_Bv4v5--CRO_QV1_2A_Jul14,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86202,-122.43006,9.43,16.91
DCO_BRZ,DCO_BRZ_Bv4v5--CRO_QV1_2B_Aug13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86202,-122.43006,9.07,16.63
DCO_BRZ,DCO_BRZ_Bv4v5--CRO_QV1_2B_Jul14,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86202,-122.43006,9.43,16.91
DCO_BRZ,DCO_BRZ_Bv4v5--CRO_QV1_2C_Aug13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86202,-122.43006,9.07,16.63
DCO_BRZ,DCO_BRZ_Bv4v5--CSWold_A_Aug13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86193,-122.414,9.82,18.18
DCO_BRZ,DCO_BRZ_Bv4v5--CSWold_A_Dec13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86193,-122.414,9.36,17.9
DCO_BRZ,DCO_BRZ_Bv4v5--CSWold_June11,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86193,-122.414,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--CSWold_Mar12,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86193,-122.414,9.76,null
DCO_BRZ,DCO_BRZ_Bv4v5--N08A_A_Dec13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.43,10.17,15.34
DCO_BRZ,DCO_BRZ_Bv4v5--N08A_B_Aug13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.43,10.37,17.99
DCO_BRZ,DCO_BRZ_Bv4v5--N08A_July11,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.43,10.75,null
DCO_BRZ,DCO_BRZ_Bv4v5--N08Aa_Aug12,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.43,10.52,16.2
DCO_BRZ,DCO_BRZ_Bv4v5--N08B_A_Aug13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86201,-122.43,10.98,16.03
DCO_BRZ,DCO_BRZ_Bv4v5--N08B_A_Dec13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86201,-122.43,10.55,15.03
DCO_BRZ,DCO_BRZ_Bv4v5--N08B_July11,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86201,-122.43,11.51,16.6
DCO_BRZ,DCO_BRZ_Bv4v5--N08Ba_Aug12,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86201,-122.43,10.81,16.2
DCO_BRZ,DCO_BRZ_Bv4v5--N08Bb_Aug12,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86201,-122.43,10.81,16.2
DCO_BRZ,DCO_BRZ_Bv4v5--N08Bc_Aug12,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86201,-122.43,10.8,16
DCO_BRZ,DCO_BRZ_Bv4v5--N08C_A_Aug13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86202,-122.43,7.55,14.99
DCO_BRZ,DCO_BRZ_Bv4v5--N08C_A_Dec13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86202,-122.43,8.67,15.1
DCO_BRZ,DCO_BRZ_Bv4v5--N1A_Aug12,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.882,-122.478,6.91,17.2
DCO_BRZ,DCO_BRZ_Bv4v5--N5A_Aug12,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.871,-122.428,9.16,16.7
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_8A_Apr11_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.43,11.11,15.8
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_8A_Aug11_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.43,10.7,18.4
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_8B_AprC11_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86201,-122.43,11.62,19.4
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_8B_AprD11_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86201,-122.43,11.62,19.4
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_CSW11ABCD_Jun12_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.414,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_CSW1_1A_Mar13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.414,12.17,14.85
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_CSW1_2A_Mar13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.414,8.68,14.8
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_CSW1_3B_Mar13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.414,10.08,15.19
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_CSW1_4A_Mar13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.414,7.77,14.23
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_CSW1_5A_Mar13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.414,9.34,15.24
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_CSW_Aug11_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86193,-122.414,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_CSWold2_Jul11_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86193,-122.414,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_CSWold3_Jul11_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86193,-122.414,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_CSWoldA_Mar13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86193,-122.414,9.84,17.74
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_CSWoldB_Mar13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86193,-122.414,9.84,17.74
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_CSWoldT0_Mar13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86193,-122.414,9.84,17.74
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_CSWold_11_11_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86193,-122.414,9.88,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_CSWwell_Aug11_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86193,-122.414,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_N08AB_Mar13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.43,10.73,14.57
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_N08A_Apr11_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.43,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_N08A_Aug11_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.43,10.7,18.4
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_N08BA_Mar13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86201,-122.43,10.87,14.65
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_N08BB_Mar13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86201,-122.43,10.87,14.65
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_N08CA_Mar13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86202,-122.43,7.41,14.56
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_N08T0_Mar13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.43,10.87,14.65
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_QV13A_Aug12_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.43006,10.13,16.9
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_QV1_1A_Mar13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.43006,11.41,15.36
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_QV1_2B_Mar13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.43006,7.02,15.8
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_QV1_3B_Mar13,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.43006,9.43,16
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_Well8B_Apr11_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.86201,-122.43,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_tank1_Aug11_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.414,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_CRO_tank3_Aug11_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",borehole,fluid,high,38.862,-122.414,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC1408,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.123203,-42.118972,10.67,88
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC3862_1325,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.123203,-42.118972,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB02_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.123961,-42.119688,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB03_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.124358,-42.119149,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB10,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.123357,-42.1206,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB10_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.123357,-42.1206,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB12,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.123871,-42.120517,10.5,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB13,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.123934,-42.120154,10.1,70
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB14,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.124259,-42.118724,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB15,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.124286,-42.119138,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB16,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.124286,-42.119138,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB17,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.124178,-42.119698,null,44
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB18_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.124178,-42.119698,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB20,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.123934,-42.120154,10.1,70
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB21,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.123934,-42.120154,10.1,70
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB22,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.123934,-42.120154,10.1,70
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB25,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.123934,-42.120154,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB27_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.123934,-42.120154,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB28_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.123826,-42.120621,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB31,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.12397,-42.120113,10.2,88
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB32,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.123492,-42.118506,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB33,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.123492,-42.120538,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB35,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.124755,-42.119024,8.7,28
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB36,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.123961,-42.119688,10.97,55
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB37,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.124782,-42.11863,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB4,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.124069,-42.120019,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB40,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.12406,-42.119107,null,12.5
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB41,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.123492,-42.118506,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB43,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.123492,-42.118506,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB46,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.123492,-42.118506,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB49,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.123465,-42.120082,null,9.9
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB6,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.123889,-42.120061,10.7,91
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB7,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.124078,-42.119325,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB8,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.123997,-42.118962,9.76,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_BB9,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.125314,-42.118869,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_H08_1_3_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.124051,-42.119532,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_HO8_2_2_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.124051,-42.119532,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LC_HO8_3_2_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"marine biome","hydrothermal vent",biofilm,high,30.124051,-42.119532,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LIG_BR2_back1_Jun12_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",spring,water,high,44.4512,8.782,8.06,18.7
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LIG_BR2_back2_Jun12_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",spring,water,high,44.4512,8.782,8.06,18.7
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LIG_GOR1_11_65_Oct11_A2_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",spring,water,high,44.597,8.7833,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LIG_Gor_upA_Jul12_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",spring,water,high,44.597,8.7833,9.34,22.9
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LIG_Gor_upB_Jul12_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",spring,water,high,44.597,8.7833,9.34,22.9
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LIG_L43_upstream_Oct11_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",spring,water,high,44.4584,8.7688,9,12.1
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LIG_LER20_11_117_Oct11_A2_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",spring,water,high,44.4214,8.6564,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LIG_LER20_LS11_127_Oct11,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",spring,water,high,44.4214,8.6564,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LIG_LER20_lipids2011_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",spring,water,high,44.4214,8.6564,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_LIG_PIO14_11_83_Oct11_A2_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",spring,water,high,44.5972,8.7294,null,null
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_Lig_GOR1AB_2013,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",spring,water,high,44.597,8.7833,12.06,20.5
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_Lig_GOR1CDEF_2013,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",spring,water,high,44.597,8.7833,12.25,20
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_Lig_GORupA_2013,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",spring,water,high,44.597,8.7833,9.5,21.9
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_Lig_GORupB_2013,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",spring,water,high,44.597,8.7833,9.26,22.4
DCO_BRZ,DCO_BRZ_Bv4v5--Serp_TL_WHC2A_DNA3_Jun11_Bv4v5,FALSE,v4v5,Bacteria,FALSE,"terrestrial biome",spring,water,high,49.4653,-57.95763,null,null
